transaction_uuid,transaction_timestamp,transaction_type,source_amount,source_currency,destination_amount,destination_currency,fee_amount,fee_currency,currency_pair,exchange_rate
1f5d7b04-b94e-4504-af5d-ca7447135462,2019-10-11T18:26:49+11:00,convert,10.000000,USDC,9.996435371,DAI,,,DAI/USDC,1.00035659
3f67773b-b6b1-4706-986e-831a9e8214b3,2019-10-11T18:29:03+11:00,buy,"14,824.08",AUD,"10,000.000000",USDC,,,USDC/AUD,1.482408
e5234a0b-dd54-4a9c-9026-7362f66973ae,2019-10-11T18:32:20+11:00,buy,"15,015.15",AUD,"10,000.000000",USDC,,,USDC/AUD,1.501515
4f1c231b-3090-476d-921f-dfc09a0af8a1,2019-10-11T18:50:20+11:00,buy,"10,000.00",AUD,"6,708.312676761",DAI,,,DAI/AUD,1.49068782
4538dd4f-7e22-47b9-a48d-b3cb9a31e772,2019-10-11T18:50:35+11:00,buy,"10,010.96",AUD,"35,228.620000000",BAT,,,BAT/AUD,0.28417121
eeac45d7-383c-4c0d-a471-ef9e4c4d3aff,2019-10-11T18:50:49+11:00,buy,"28,417.13",AUD,"100,000.000000000",BAT,,,BAT/AUD,0.28417121
656d510e-2f9b-4f9d-a158-7ab5a0f32d78,2019-10-11T18:51:02+11:00,buy,"10,000.00",AUD,"25,457.284100000",ZRX,,,ZRX/AUD,0.39281488
e434149e-3402-4506-ba74-dfce71f3ded2,2019-10-11T18:52:20+11:00,convert,"10,000.000000000",BAT,"7,161.884800000",ZRX,,,BAT/ZRX,0.71618848
166026b6-2791-4402-a430-6f0dc98561ac,2019-10-11T18:53:15+11:00,convert,"1,000.000000000",BAT,0.02265000,BTC,,,BAT/BTC,0.00002265
af365c36-1a1a-4f13-a503-74095bb8e7e3,2019-10-11T19:17:23+11:00,buy,"45,353.29",AUD,"30,000.000000",USDC,,,USDC/AUD,1.51177633
ade625c3-d9df-4feb-819b-c60d1299e33e,2019-10-11T19:17:49+11:00,buy,"1,474.00",AUD,"1,000.000000",USDC,,,USDC/AUD,1.474
cf76d0bc-bd52-46c8-bd4f-7c823d311424,2019-10-11T19:18:34+11:00,buy,"14,757.34",AUD,"10,000.000000",USDC,,,USDC/AUD,1.475734
c6e11a10-dd44-4f0b-9609-9116cade006e,2019-10-11T19:18:41+11:00,buy,"14,832.54",AUD,"10,000.000000",USDC,,,USDC/AUD,1.483254
475ef5a7-7e0f-4c89-8b86-c409f7b5cf5c,2019-10-11T19:19:33+11:00,convert,"50,000.000000",USDC,"46,906.928080102",DAI,,,DAI/USDC,1.06594062
1e5ca068-0278-42b1-b3f9-7d90ff8f772a,2019-10-11T19:22:27+11:00,convert,"10,000.000000",USDC,"9,570.508684212",DAI,,,DAI/USDC,1.04487654
24c895cd-0eed-4ee9-81b2-9f3dbc2d8502,2019-10-11T19:23:36+11:00,convert,10.00000000,BTC,"80,319.760000",USDC,,,BTC/USDC,8031.976
d62d3a97-7ef1-4237-b112-dd32b82e9253,2019-10-11T19:23:49+11:00,convert,1.00000000,BTC,"8,350.590000",USDC,,,BTC/USDC,8350.59
343ce7fe-fc43-42d4-974a-1d38561cca5f,2019-10-11T19:24:02+11:00,convert,1.00000000,BTC,"8,342.460000",USDC,,,BTC/USDC,8342.46
56575fe1-93f7-4f1f-9ad6-fcdb65cf820b,2019-10-11T19:24:55+11:00,sell,"6,788.866260",USDC,"10,000.00",AUD,,,USDC/AUD,1.473
